dataset_id	method_id	dataset_id_orig	dataset_source	dataset_geo_id	dataset_organism	dataset_num_cells	dataset_num_features_mod1	dataset_mod1_modality	dataset_num_batches	dataset_num_cell_types	dataset_num_features_mod2	dataset_mod2_modality	method_task	method_label	method_description	method_maintainer	method_num_authors	method_language	method_type	method_doi	metric_id	value
dyngen_citeseq_3_MM	baseline_newwave_knnr_cbf	dyngen_citeseq_3	dyngen	NA	synthetic	1000	993	GEX	2	5	217	ADT	match_modality	NewWave+KNNR+GA	Perform DR with NewWave, predict embedding with KNN regression, and match cells with a GA to minimise pairwise distances.	Robrecht Cannoodt	1	r	baseline	NA	match_probability_mod2	0.012519607843137255
dyngen_atac_2_MM	baseline_dr_knnr_knn	dyngen_atac_2	dyngen	NA	synthetic	990	973	GEX	2	5	1141	ATAC	match_modality	LMDS+KNNR+KNN	Perform LMDS+Pearson DR, predict embedding with KNN regression, and match cells with KNN.	Robrecht Cannoodt	1	r	baseline	NA	match_probability_mod2	0.0029466778173968316
dyngen_atac_2_MM	dummy_zeros	dyngen_atac_2	dyngen	NA	synthetic	990	973	GEX	2	5	1141	ATAC	match_modality	Zeros	Generates a pairing matrix with all zero weights.	Robrecht Cannoodt	1	r	negative_control	NA	match_probability_mod2	0
dyngen_citeseq_2_MM	dummy_zeros	dyngen_citeseq_2	dyngen	NA	synthetic	1000	974	GEX	2	4	204	ADT	match_modality	Zeros	Generates a pairing matrix with all zero weights.	Robrecht Cannoodt	1	r	negative_control	NA	match_probability_mod2	0
dyngen_atac_3_MM	baseline_dr_knnr_knn	dyngen_atac_3	dyngen	NA	synthetic	994	980	GEX	2	5	1135	ATAC	match_modality	LMDS+KNNR+KNN	Perform LMDS+Pearson DR, predict embedding with KNN regression, and match cells with KNN.	Robrecht Cannoodt	1	r	baseline	NA	match_probability_mod2	0.002940585386151813
dyngen_citeseq_2_MM	baseline_newwave_knnr_cbf	dyngen_citeseq_2	dyngen	NA	synthetic	1000	974	GEX	2	4	204	ADT	match_modality	NewWave+KNNR+GA	Perform DR with NewWave, predict embedding with KNN regression, and match cells with a GA to minimise pairwise distances.	Robrecht Cannoodt	1	r	baseline	NA	match_probability_mod2	0.006401960784313726
dyngen_citeseq_1_MM	dummy_constant	dyngen_citeseq_1	dyngen	NA	synthetic	992	933	GEX	2	4	106	ADT	match_modality	Constant	Returns constant weights between all mod1 profiles and the first 1000 mod2 profiles.	Robrecht Cannoodt	1	r	negative_control	NA	match_probability_mod2	0.0029411764705882353
dyngen_citeseq_3_MM	baseline_procrustes_knn	dyngen_citeseq_3	dyngen	NA	synthetic	1000	993	GEX	2	5	217	ADT	match_modality	Procrustes+KNN	Perform DR with Procrustes, and match cells with a GA to minimise pairwise distances.	Alex Tong	2	python	baseline	NA	match_probability_mod2	0.0029404724918950316
dyngen_citeseq_2_MM	baseline_dr_knnr_knn	dyngen_citeseq_2	dyngen	NA	synthetic	1000	974	GEX	2	4	204	ADT	match_modality	LMDS+KNNR+KNN	Perform LMDS+Pearson DR, predict embedding with KNN regression, and match cells with KNN.	Robrecht Cannoodt	1	r	baseline	NA	match_probability_mod2	0.0029410752266873282
dyngen_atac_1_MM	baseline_newwave_knnr_cbf	dyngen_atac_1	dyngen	NA	synthetic	994	950	GEX	2	4	1151	ATAC	match_modality	NewWave+KNNR+GA	Perform DR with NewWave, predict embedding with KNN regression, and match cells with a GA to minimise pairwise distances.	Robrecht Cannoodt	1	r	baseline	NA	match_probability_mod2	0.012254901960784315
dyngen_atac_1_MM	dummy_random	dyngen_atac_1	dyngen	NA	synthetic	994	950	GEX	2	4	1151	ATAC	match_modality	Random Pairing	Generates random pairings weights drawn from a uniform distribution.	Alex Tong	1	python	negative_control	NA	match_probability_mod2	0.0029069397236012352
dyngen_citeseq_1_MM	baseline_procrustes_knn	dyngen_citeseq_1	dyngen	NA	synthetic	992	933	GEX	2	4	106	ADT	match_modality	Procrustes+KNN	Perform DR with Procrustes, and match cells with a GA to minimise pairwise distances.	Alex Tong	2	python	baseline	NA	match_probability_mod2	0.002946364482348307
dyngen_citeseq_3_MM	dummy_zeros	dyngen_citeseq_3	dyngen	NA	synthetic	1000	993	GEX	2	5	217	ADT	match_modality	Zeros	Generates a pairing matrix with all zero weights.	Robrecht Cannoodt	1	r	negative_control	NA	match_probability_mod2	0
dyngen_atac_2_MM	dummy_solution	dyngen_atac_2	dyngen	NA	synthetic	990	973	GEX	2	5	1141	ATAC	match_modality	Solution	Returns the ground-truth pairing.	Robrecht Cannoodt	1	r	positive_control	NA	match_probability_mod2	1
dyngen_atac_1_MM	dummy_solution	dyngen_atac_1	dyngen	NA	synthetic	994	950	GEX	2	4	1151	ATAC	match_modality	Solution	Returns the ground-truth pairing.	Robrecht Cannoodt	1	r	positive_control	NA	match_probability_mod2	1
dyngen_citeseq_2_MM	dummy_semisolution	dyngen_citeseq_2	dyngen	NA	synthetic	1000	974	GEX	2	4	204	ADT	NA	NA	NA	NA	NA	NA	NA	NA	match_probability_mod2	0.10526311607390355
dyngen_citeseq_1_MM	dummy_semisolution	dyngen_citeseq_1	dyngen	NA	synthetic	992	933	GEX	2	4	106	ADT	NA	NA	NA	NA	NA	NA	NA	NA	match_probability_mod2	0.10161544006416191
dyngen_atac_1_MM	dummy_semisolution	dyngen_atac_1	dyngen	NA	synthetic	994	950	GEX	2	4	1151	ATAC	NA	NA	NA	NA	NA	NA	NA	NA	match_probability_mod2	0.106603297763632
dyngen_citeseq_3_MM	dummy_semisolution	dyngen_citeseq_3	dyngen	NA	synthetic	1000	993	GEX	2	5	217	ADT	NA	NA	NA	NA	NA	NA	NA	NA	match_probability_mod2	0.09839805910413227
dyngen_atac_3_MM	dummy_semisolution	dyngen_atac_3	dyngen	NA	synthetic	994	980	GEX	2	5	1135	ATAC	NA	NA	NA	NA	NA	NA	NA	NA	match_probability_mod2	0.10046550351390016
dyngen_atac_2_MM	dummy_semisolution	dyngen_atac_2	dyngen	NA	synthetic	990	973	GEX	2	5	1141	ATAC	NA	NA	NA	NA	NA	NA	NA	NA	match_probability_mod2	0.09702534771563356
dyngen_citeseq_3_MM	baseline_dr_knnr_knn	dyngen_citeseq_3	dyngen	NA	synthetic	1000	993	GEX	2	5	217	ADT	match_modality	LMDS+KNNR+KNN	Perform LMDS+Pearson DR, predict embedding with KNN regression, and match cells with KNN.	Robrecht Cannoodt	1	r	baseline	NA	pairing_aupr	0.0029512812836287594
dyngen_citeseq_1_MM	dummy_zeros	dyngen_citeseq_1	dyngen	NA	synthetic	992	933	GEX	2	4	106	ADT	match_modality	Zeros	Generates a pairing matrix with all zero weights.	Robrecht Cannoodt	1	r	negative_control	NA	pairing_aupr	0
dyngen_citeseq_1_MM	baseline_newwave_knnr_knn	dyngen_citeseq_1	dyngen	NA	synthetic	992	933	GEX	2	4	106	ADT	match_modality	NewWave+KNNR+KNN	Perform DR with NewWave, predict embedding with KNN regression, and match cells with a KNN.	Robrecht Cannoodt	1	r	baseline	NA	pairing_aupr	0.0028889773891762616
dyngen_atac_1_MM	baseline_procrustes_knn	dyngen_atac_1	dyngen	NA	synthetic	994	950	GEX	2	4	1151	ATAC	match_modality	Procrustes+KNN	Perform DR with Procrustes, and match cells with a GA to minimise pairwise distances.	Alex Tong	2	python	baseline	NA	pairing_aupr	0.0031860213482985955
dyngen_citeseq_3_MM	dummy_solution	dyngen_citeseq_3	dyngen	NA	synthetic	1000	993	GEX	2	5	217	ADT	match_modality	Solution	Returns the ground-truth pairing.	Robrecht Cannoodt	1	r	positive_control	NA	pairing_aupr	1
dyngen_citeseq_3_MM	dummy_random	dyngen_citeseq_3	dyngen	NA	synthetic	1000	993	GEX	2	5	217	ADT	match_modality	Random Pairing	Generates random pairings weights drawn from a uniform distribution.	Alex Tong	1	python	negative_control	NA	pairing_aupr	0.003227149008893093
dyngen_citeseq_2_MM	dummy_solution	dyngen_citeseq_2	dyngen	NA	synthetic	1000	974	GEX	2	4	204	ADT	match_modality	Solution	Returns the ground-truth pairing.	Robrecht Cannoodt	1	r	positive_control	NA	pairing_aupr	1
dyngen_citeseq_3_MM	dummy_constant	dyngen_citeseq_3	dyngen	NA	synthetic	1000	993	GEX	2	5	217	ADT	match_modality	Constant	Returns constant weights between all mod1 profiles and the first 1000 mod2 profiles.	Robrecht Cannoodt	1	r	negative_control	NA	pairing_aupr	0.0029781550643406263
dyngen_atac_1_MM	baseline_newwave_knnr_knn	dyngen_atac_1	dyngen	NA	synthetic	994	950	GEX	2	4	1151	ATAC	match_modality	NewWave+KNNR+KNN	Perform DR with NewWave, predict embedding with KNN regression, and match cells with a KNN.	Robrecht Cannoodt	1	r	baseline	NA	pairing_aupr	0.002659430586390954
dyngen_atac_3_MM	dummy_constant	dyngen_atac_3	dyngen	NA	synthetic	994	980	GEX	2	5	1135	ATAC	match_modality	Constant	Returns constant weights between all mod1 profiles and the first 1000 mod2 profiles.	Robrecht Cannoodt	1	r	negative_control	NA	pairing_aupr	0.0028254640505878115
dyngen_citeseq_1_MM	baseline_newwave_knnr_cbf	dyngen_citeseq_1	dyngen	NA	synthetic	992	933	GEX	2	4	106	ADT	match_modality	NewWave+KNNR+GA	Perform DR with NewWave, predict embedding with KNN regression, and match cells with a GA to minimise pairwise distances.	Robrecht Cannoodt	1	r	baseline	NA	pairing_aupr	0.004302383196916892
dyngen_atac_3_MM	baseline_procrustes_knn	dyngen_atac_3	dyngen	NA	synthetic	994	980	GEX	2	5	1135	ATAC	match_modality	Procrustes+KNN	Perform DR with Procrustes, and match cells with a GA to minimise pairwise distances.	Alex Tong	2	python	baseline	NA	pairing_aupr	0.00310054464209486
dyngen_atac_2_MM	dummy_constant	dyngen_atac_2	dyngen	NA	synthetic	990	973	GEX	2	5	1141	ATAC	match_modality	Constant	Returns constant weights between all mod1 profiles and the first 1000 mod2 profiles.	Robrecht Cannoodt	1	r	negative_control	NA	pairing_aupr	0.0031015350038074985
dyngen_atac_3_MM	dummy_random	dyngen_atac_3	dyngen	NA	synthetic	994	980	GEX	2	5	1135	ATAC	match_modality	Random Pairing	Generates random pairings weights drawn from a uniform distribution.	Alex Tong	1	python	negative_control	NA	pairing_aupr	0.0029142913947382
dyngen_atac_2_MM	baseline_newwave_knnr_cbf	dyngen_atac_2	dyngen	NA	synthetic	990	973	GEX	2	5	1141	ATAC	match_modality	NewWave+KNNR+GA	Perform DR with NewWave, predict embedding with KNN regression, and match cells with a GA to minimise pairwise distances.	Robrecht Cannoodt	1	r	baseline	NA	pairing_aupr	0.00970527559547918
dyngen_citeseq_1_MM	dummy_random	dyngen_citeseq_1	dyngen	NA	synthetic	992	933	GEX	2	4	106	ADT	match_modality	Random Pairing	Generates random pairings weights drawn from a uniform distribution.	Alex Tong	1	python	negative_control	NA	pairing_aupr	0.0028506373779819683
dyngen_atac_3_MM	dummy_zeros	dyngen_atac_3	dyngen	NA	synthetic	994	980	GEX	2	5	1135	ATAC	match_modality	Zeros	Generates a pairing matrix with all zero weights.	Robrecht Cannoodt	1	r	negative_control	NA	pairing_aupr	0
dyngen_atac_3_MM	baseline_newwave_knnr_knn	dyngen_atac_3	dyngen	NA	synthetic	994	980	GEX	2	5	1135	ATAC	match_modality	NewWave+KNNR+KNN	Perform DR with NewWave, predict embedding with KNN regression, and match cells with a KNN.	Robrecht Cannoodt	1	r	baseline	NA	pairing_aupr	0.0027933817084004886
dyngen_atac_2_MM	dummy_random	dyngen_atac_2	dyngen	NA	synthetic	990	973	GEX	2	5	1141	ATAC	match_modality	Random Pairing	Generates random pairings weights drawn from a uniform distribution.	Alex Tong	1	python	negative_control	NA	pairing_aupr	0.0029410705556784933
dyngen_citeseq_2_MM	dummy_constant	dyngen_citeseq_2	dyngen	NA	synthetic	1000	974	GEX	2	4	204	ADT	match_modality	Constant	Returns constant weights between all mod1 profiles and the first 1000 mod2 profiles.	Robrecht Cannoodt	1	r	negative_control	NA	pairing_aupr	0.00305319378526292
dyngen_atac_1_MM	dummy_constant	dyngen_atac_1	dyngen	NA	synthetic	994	950	GEX	2	4	1151	ATAC	match_modality	Constant	Returns constant weights between all mod1 profiles and the first 1000 mod2 profiles.	Robrecht Cannoodt	1	r	negative_control	NA	pairing_aupr	0.003221412691743808
dyngen_atac_2_MM	baseline_newwave_knnr_knn	dyngen_atac_2	dyngen	NA	synthetic	990	973	GEX	2	5	1141	ATAC	match_modality	NewWave+KNNR+KNN	Perform DR with NewWave, predict embedding with KNN regression, and match cells with a KNN.	Robrecht Cannoodt	1	r	baseline	NA	pairing_aupr	0.003175687247889414
dyngen_citeseq_1_MM	dummy_solution	dyngen_citeseq_1	dyngen	NA	synthetic	992	933	GEX	2	4	106	ADT	match_modality	Solution	Returns the ground-truth pairing.	Robrecht Cannoodt	1	r	positive_control	NA	pairing_aupr	1
dyngen_atac_3_MM	baseline_newwave_knnr_cbf	dyngen_atac_3	dyngen	NA	synthetic	994	980	GEX	2	5	1135	ATAC	match_modality	NewWave+KNNR+GA	Perform DR with NewWave, predict embedding with KNN regression, and match cells with a GA to minimise pairwise distances.	Robrecht Cannoodt	1	r	baseline	NA	pairing_aupr	0.006231672012226852
dyngen_citeseq_2_MM	baseline_newwave_knnr_knn	dyngen_citeseq_2	dyngen	NA	synthetic	1000	974	GEX	2	4	204	ADT	match_modality	NewWave+KNNR+KNN	Perform DR with NewWave, predict embedding with KNN regression, and match cells with a KNN.	Robrecht Cannoodt	1	r	baseline	NA	pairing_aupr	0.0030120924325274245
dyngen_atac_3_MM	dummy_solution	dyngen_atac_3	dyngen	NA	synthetic	994	980	GEX	2	5	1135	ATAC	match_modality	Solution	Returns the ground-truth pairing.	Robrecht Cannoodt	1	r	positive_control	NA	pairing_aupr	1
dyngen_citeseq_2_MM	dummy_random	dyngen_citeseq_2	dyngen	NA	synthetic	1000	974	GEX	2	4	204	ADT	match_modality	Random Pairing	Generates random pairings weights drawn from a uniform distribution.	Alex Tong	1	python	negative_control	NA	pairing_aupr	0.0029423279317057904
dyngen_citeseq_1_MM	baseline_dr_knnr_knn	dyngen_citeseq_1	dyngen	NA	synthetic	992	933	GEX	2	4	106	ADT	match_modality	LMDS+KNNR+KNN	Perform LMDS+Pearson DR, predict embedding with KNN regression, and match cells with KNN.	Robrecht Cannoodt	1	r	baseline	NA	pairing_aupr	0.0029763916798941636
dyngen_atac_1_MM	baseline_dr_knnr_knn	dyngen_atac_1	dyngen	NA	synthetic	994	950	GEX	2	4	1151	ATAC	match_modality	LMDS+KNNR+KNN	Perform LMDS+Pearson DR, predict embedding with KNN regression, and match cells with KNN.	Robrecht Cannoodt	1	r	baseline	NA	pairing_aupr	0.003030231824553198
dyngen_atac_2_MM	baseline_procrustes_knn	dyngen_atac_2	dyngen	NA	synthetic	990	973	GEX	2	5	1141	ATAC	match_modality	Procrustes+KNN	Perform DR with Procrustes, and match cells with a GA to minimise pairwise distances.	Alex Tong	2	python	baseline	NA	pairing_aupr	0.0030632448660412592
dyngen_citeseq_3_MM	baseline_newwave_knnr_knn	dyngen_citeseq_3	dyngen	NA	synthetic	1000	993	GEX	2	5	217	ADT	match_modality	NewWave+KNNR+KNN	Perform DR with NewWave, predict embedding with KNN regression, and match cells with a KNN.	Robrecht Cannoodt	1	r	baseline	NA	pairing_aupr	0.0029325037801299914
dyngen_atac_1_MM	dummy_zeros	dyngen_atac_1	dyngen	NA	synthetic	994	950	GEX	2	4	1151	ATAC	match_modality	Zeros	Generates a pairing matrix with all zero weights.	Robrecht Cannoodt	1	r	negative_control	NA	pairing_aupr	0
dyngen_citeseq_2_MM	baseline_procrustes_knn	dyngen_citeseq_2	dyngen	NA	synthetic	1000	974	GEX	2	4	204	ADT	match_modality	Procrustes+KNN	Perform DR with Procrustes, and match cells with a GA to minimise pairwise distances.	Alex Tong	2	python	baseline	NA	pairing_aupr	0.002921427306574742
dyngen_citeseq_3_MM	baseline_newwave_knnr_cbf	dyngen_citeseq_3	dyngen	NA	synthetic	1000	993	GEX	2	5	217	ADT	match_modality	NewWave+KNNR+GA	Perform DR with NewWave, predict embedding with KNN regression, and match cells with a GA to minimise pairwise distances.	Robrecht Cannoodt	1	r	baseline	NA	pairing_aupr	0.007383578836190452
dyngen_atac_2_MM	baseline_dr_knnr_knn	dyngen_atac_2	dyngen	NA	synthetic	990	973	GEX	2	5	1141	ATAC	match_modality	LMDS+KNNR+KNN	Perform LMDS+Pearson DR, predict embedding with KNN regression, and match cells with KNN.	Robrecht Cannoodt	1	r	baseline	NA	pairing_aupr	0.003474057329185598
dyngen_atac_2_MM	dummy_zeros	dyngen_atac_2	dyngen	NA	synthetic	990	973	GEX	2	5	1141	ATAC	match_modality	Zeros	Generates a pairing matrix with all zero weights.	Robrecht Cannoodt	1	r	negative_control	NA	pairing_aupr	0
dyngen_citeseq_2_MM	dummy_zeros	dyngen_citeseq_2	dyngen	NA	synthetic	1000	974	GEX	2	4	204	ADT	match_modality	Zeros	Generates a pairing matrix with all zero weights.	Robrecht Cannoodt	1	r	negative_control	NA	pairing_aupr	0
dyngen_atac_3_MM	baseline_dr_knnr_knn	dyngen_atac_3	dyngen	NA	synthetic	994	980	GEX	2	5	1135	ATAC	match_modality	LMDS+KNNR+KNN	Perform LMDS+Pearson DR, predict embedding with KNN regression, and match cells with KNN.	Robrecht Cannoodt	1	r	baseline	NA	pairing_aupr	0.002987706621482289
dyngen_citeseq_2_MM	baseline_newwave_knnr_cbf	dyngen_citeseq_2	dyngen	NA	synthetic	1000	974	GEX	2	4	204	ADT	match_modality	NewWave+KNNR+GA	Perform DR with NewWave, predict embedding with KNN regression, and match cells with a GA to minimise pairwise distances.	Robrecht Cannoodt	1	r	baseline	NA	pairing_aupr	0.004059065618712054
dyngen_citeseq_1_MM	dummy_constant	dyngen_citeseq_1	dyngen	NA	synthetic	992	933	GEX	2	4	106	ADT	match_modality	Constant	Returns constant weights between all mod1 profiles and the first 1000 mod2 profiles.	Robrecht Cannoodt	1	r	negative_control	NA	pairing_aupr	0.0031507791777727334
dyngen_citeseq_3_MM	baseline_procrustes_knn	dyngen_citeseq_3	dyngen	NA	synthetic	1000	993	GEX	2	5	217	ADT	match_modality	Procrustes+KNN	Perform DR with Procrustes, and match cells with a GA to minimise pairwise distances.	Alex Tong	2	python	baseline	NA	pairing_aupr	0.0030402988313369406
dyngen_citeseq_2_MM	baseline_dr_knnr_knn	dyngen_citeseq_2	dyngen	NA	synthetic	1000	974	GEX	2	4	204	ADT	match_modality	LMDS+KNNR+KNN	Perform LMDS+Pearson DR, predict embedding with KNN regression, and match cells with KNN.	Robrecht Cannoodt	1	r	baseline	NA	pairing_aupr	0.002981753021472855
dyngen_atac_1_MM	baseline_newwave_knnr_cbf	dyngen_atac_1	dyngen	NA	synthetic	994	950	GEX	2	4	1151	ATAC	match_modality	NewWave+KNNR+GA	Perform DR with NewWave, predict embedding with KNN regression, and match cells with a GA to minimise pairwise distances.	Robrecht Cannoodt	1	r	baseline	NA	pairing_aupr	0.00508008042044672
dyngen_atac_1_MM	dummy_random	dyngen_atac_1	dyngen	NA	synthetic	994	950	GEX	2	4	1151	ATAC	match_modality	Random Pairing	Generates random pairings weights drawn from a uniform distribution.	Alex Tong	1	python	negative_control	NA	pairing_aupr	0.0029276909864961453
dyngen_citeseq_1_MM	baseline_procrustes_knn	dyngen_citeseq_1	dyngen	NA	synthetic	992	933	GEX	2	4	106	ADT	match_modality	Procrustes+KNN	Perform DR with Procrustes, and match cells with a GA to minimise pairwise distances.	Alex Tong	2	python	baseline	NA	pairing_aupr	0.0030782206287796043
dyngen_citeseq_3_MM	dummy_zeros	dyngen_citeseq_3	dyngen	NA	synthetic	1000	993	GEX	2	5	217	ADT	match_modality	Zeros	Generates a pairing matrix with all zero weights.	Robrecht Cannoodt	1	r	negative_control	NA	pairing_aupr	0
dyngen_atac_2_MM	dummy_solution	dyngen_atac_2	dyngen	NA	synthetic	990	973	GEX	2	5	1141	ATAC	match_modality	Solution	Returns the ground-truth pairing.	Robrecht Cannoodt	1	r	positive_control	NA	pairing_aupr	1
dyngen_atac_1_MM	dummy_solution	dyngen_atac_1	dyngen	NA	synthetic	994	950	GEX	2	4	1151	ATAC	match_modality	Solution	Returns the ground-truth pairing.	Robrecht Cannoodt	1	r	positive_control	NA	pairing_aupr	1
dyngen_citeseq_2_MM	dummy_semisolution	dyngen_citeseq_2	dyngen	NA	synthetic	1000	974	GEX	2	4	204	ADT	NA	NA	NA	NA	NA	NA	NA	NA	pairing_aupr	0.10241127398407457
dyngen_citeseq_1_MM	dummy_semisolution	dyngen_citeseq_1	dyngen	NA	synthetic	992	933	GEX	2	4	106	ADT	NA	NA	NA	NA	NA	NA	NA	NA	pairing_aupr	0.09538554729979865
dyngen_atac_1_MM	dummy_semisolution	dyngen_atac_1	dyngen	NA	synthetic	994	950	GEX	2	4	1151	ATAC	NA	NA	NA	NA	NA	NA	NA	NA	pairing_aupr	0.0899459072579134
dyngen_citeseq_3_MM	dummy_semisolution	dyngen_citeseq_3	dyngen	NA	synthetic	1000	993	GEX	2	5	217	ADT	NA	NA	NA	NA	NA	NA	NA	NA	pairing_aupr	0.0920367396472841
dyngen_atac_3_MM	dummy_semisolution	dyngen_atac_3	dyngen	NA	synthetic	994	980	GEX	2	5	1135	ATAC	NA	NA	NA	NA	NA	NA	NA	NA	pairing_aupr	0.1058326653834456
dyngen_atac_2_MM	dummy_semisolution	dyngen_atac_2	dyngen	NA	synthetic	990	973	GEX	2	5	1141	ATAC	NA	NA	NA	NA	NA	NA	NA	NA	pairing_aupr	0.09264638233381106
dyngen_citeseq_3_MM	baseline_dr_knnr_knn	dyngen_citeseq_3	dyngen	NA	synthetic	1000	993	GEX	2	5	217	ADT	match_modality	LMDS+KNNR+KNN	Perform LMDS+Pearson DR, predict embedding with KNN regression, and match cells with KNN.	Robrecht Cannoodt	1	r	baseline	NA	pairing_auroc	0.5019564462963899
dyngen_citeseq_1_MM	dummy_zeros	dyngen_citeseq_1	dyngen	NA	synthetic	992	933	GEX	2	4	106	ADT	match_modality	Zeros	Generates a pairing matrix with all zero weights.	Robrecht Cannoodt	1	r	negative_control	NA	pairing_auroc	0
dyngen_citeseq_1_MM	baseline_newwave_knnr_knn	dyngen_citeseq_1	dyngen	NA	synthetic	992	933	GEX	2	4	106	ADT	match_modality	NewWave+KNNR+KNN	Perform DR with NewWave, predict embedding with KNN regression, and match cells with a KNN.	Robrecht Cannoodt	1	r	baseline	NA	pairing_auroc	0.4996233324127388
dyngen_atac_1_MM	baseline_procrustes_knn	dyngen_atac_1	dyngen	NA	synthetic	994	950	GEX	2	4	1151	ATAC	match_modality	Procrustes+KNN	Perform DR with Procrustes, and match cells with a GA to minimise pairwise distances.	Alex Tong	2	python	baseline	NA	pairing_auroc	0.5074356442200951
dyngen_citeseq_3_MM	dummy_solution	dyngen_citeseq_3	dyngen	NA	synthetic	1000	993	GEX	2	5	217	ADT	match_modality	Solution	Returns the ground-truth pairing.	Robrecht Cannoodt	1	r	positive_control	NA	pairing_auroc	1
dyngen_citeseq_3_MM	dummy_random	dyngen_citeseq_3	dyngen	NA	synthetic	1000	993	GEX	2	5	217	ADT	match_modality	Random Pairing	Generates random pairings weights drawn from a uniform distribution.	Alex Tong	1	python	negative_control	NA	pairing_auroc	0.5007019679287623
dyngen_citeseq_2_MM	dummy_solution	dyngen_citeseq_2	dyngen	NA	synthetic	1000	974	GEX	2	4	204	ADT	match_modality	Solution	Returns the ground-truth pairing.	Robrecht Cannoodt	1	r	positive_control	NA	pairing_auroc	1
dyngen_citeseq_3_MM	dummy_constant	dyngen_citeseq_3	dyngen	NA	synthetic	1000	993	GEX	2	5	217	ADT	match_modality	Constant	Returns constant weights between all mod1 profiles and the first 1000 mod2 profiles.	Robrecht Cannoodt	1	r	negative_control	NA	pairing_auroc	0.5031151310067798
dyngen_atac_1_MM	baseline_newwave_knnr_knn	dyngen_atac_1	dyngen	NA	synthetic	994	950	GEX	2	4	1151	ATAC	match_modality	NewWave+KNNR+KNN	Perform DR with NewWave, predict embedding with KNN regression, and match cells with a KNN.	Robrecht Cannoodt	1	r	baseline	NA	pairing_auroc	0.4724328117517871
dyngen_atac_3_MM	dummy_constant	dyngen_atac_3	dyngen	NA	synthetic	994	980	GEX	2	5	1135	ATAC	match_modality	Constant	Returns constant weights between all mod1 profiles and the first 1000 mod2 profiles.	Robrecht Cannoodt	1	r	negative_control	NA	pairing_auroc	0.49333351196037256
dyngen_citeseq_1_MM	baseline_newwave_knnr_cbf	dyngen_citeseq_1	dyngen	NA	synthetic	992	933	GEX	2	4	106	ADT	match_modality	NewWave+KNNR+GA	Perform DR with NewWave, predict embedding with KNN regression, and match cells with a GA to minimise pairwise distances.	Robrecht Cannoodt	1	r	baseline	NA	pairing_auroc	0.5358260224966216
dyngen_atac_3_MM	baseline_procrustes_knn	dyngen_atac_3	dyngen	NA	synthetic	994	980	GEX	2	5	1135	ATAC	match_modality	Procrustes+KNN	Perform DR with Procrustes, and match cells with a GA to minimise pairwise distances.	Alex Tong	2	python	baseline	NA	pairing_auroc	0.5086592971383652
dyngen_atac_2_MM	dummy_constant	dyngen_atac_2	dyngen	NA	synthetic	990	973	GEX	2	5	1141	ATAC	match_modality	Constant	Returns constant weights between all mod1 profiles and the first 1000 mod2 profiles.	Robrecht Cannoodt	1	r	negative_control	NA	pairing_auroc	0.5186532239131338
dyngen_atac_3_MM	dummy_random	dyngen_atac_3	dyngen	NA	synthetic	994	980	GEX	2	5	1135	ATAC	match_modality	Random Pairing	Generates random pairings weights drawn from a uniform distribution.	Alex Tong	1	python	negative_control	NA	pairing_auroc	0.4976592307939427
dyngen_atac_2_MM	baseline_newwave_knnr_cbf	dyngen_atac_2	dyngen	NA	synthetic	990	973	GEX	2	5	1141	ATAC	match_modality	NewWave+KNNR+GA	Perform DR with NewWave, predict embedding with KNN regression, and match cells with a GA to minimise pairwise distances.	Robrecht Cannoodt	1	r	baseline	NA	pairing_auroc	0.6282357151603719
dyngen_citeseq_1_MM	dummy_random	dyngen_citeseq_1	dyngen	NA	synthetic	992	933	GEX	2	4	106	ADT	match_modality	Random Pairing	Generates random pairings weights drawn from a uniform distribution.	Alex Tong	1	python	negative_control	NA	pairing_auroc	0.49036648600122135
dyngen_atac_3_MM	dummy_zeros	dyngen_atac_3	dyngen	NA	synthetic	994	980	GEX	2	5	1135	ATAC	match_modality	Zeros	Generates a pairing matrix with all zero weights.	Robrecht Cannoodt	1	r	negative_control	NA	pairing_auroc	0
dyngen_atac_3_MM	baseline_newwave_knnr_knn	dyngen_atac_3	dyngen	NA	synthetic	994	980	GEX	2	5	1135	ATAC	match_modality	NewWave+KNNR+KNN	Perform DR with NewWave, predict embedding with KNN regression, and match cells with a KNN.	Robrecht Cannoodt	1	r	baseline	NA	pairing_auroc	0.47776586949112243
dyngen_atac_2_MM	dummy_random	dyngen_atac_2	dyngen	NA	synthetic	990	973	GEX	2	5	1141	ATAC	match_modality	Random Pairing	Generates random pairings weights drawn from a uniform distribution.	Alex Tong	1	python	negative_control	NA	pairing_auroc	0.48679412785440945
dyngen_citeseq_2_MM	dummy_constant	dyngen_citeseq_2	dyngen	NA	synthetic	1000	974	GEX	2	4	204	ADT	match_modality	Constant	Returns constant weights between all mod1 profiles and the first 1000 mod2 profiles.	Robrecht Cannoodt	1	r	negative_control	NA	pairing_auroc	0.49207222034965525
dyngen_atac_1_MM	dummy_constant	dyngen_atac_1	dyngen	NA	synthetic	994	950	GEX	2	4	1151	ATAC	match_modality	Constant	Returns constant weights between all mod1 profiles and the first 1000 mod2 profiles.	Robrecht Cannoodt	1	r	negative_control	NA	pairing_auroc	0.5135136417920876
